ticker,name,exclusion_stage,failed_gates,unverifiable_gates,gates_evaluated,technical_gates_evaluated,values,missing_fields,source,retrieved_at,earnings_date,days_to_earnings,days_since_earnings,earnings_state,gate_distance
ABVX,Abivax ADR,finviz_prefilter,adr,,,False,"{'industry': 'Biotechnology', 'price_finviz': 130.93}",,Finviz via finvizfinance screener views,2026-08-07T23:30:31+02:00,,,,,
APGE,Apogee Therapeutics Inc,finviz_prefilter,biotech_pre_revenue,,,False,"{'industry': 'Biotechnology', 'price_finviz': 134.84}",,Finviz via finvizfinance screener views,2026-08-07T23:30:31+02:00,,,,,
ARM,Arm Holdings Plc ADR,finviz_prefilter,adr,,,False,"{'industry': 'Semiconductors', 'price_finviz': 282.57}",,Finviz via finvizfinance screener views,2026-08-07T23:30:31+02:00,,,,,
ATAT,Atour Lifestyle Holdings Ltd ADR,finviz_prefilter,adr,,,False,"{'industry': 'Lodging', 'price_finviz': 35.31}",,Finviz via finvizfinance screener views,2026-08-07T23:30:31+02:00,,,,,
BIDU,Baidu Inc ADR,finviz_prefilter,adr,,,False,"{'industry': 'Internet Content & Information', 'price_finviz': 109.71}",,Finviz via finvizfinance screener views,2026-08-07T23:30:31+02:00,,,,,
BILI,Bilibili Inc ADR,finviz_prefilter,adr,,,False,"{'industry': 'Internet Content & Information', 'price_finviz': 18.74}",,Finviz via finvizfinance screener views,2026-08-07T23:30:31+02:00,,,,,
BNTX,BioNTech SE ADR,finviz_prefilter,adr,,,False,"{'industry': 'Biotechnology', 'price_finviz': 93.67}",,Finviz via finvizfinance screener views,2026-08-07T23:30:31+02:00,,,,,
BRVE,Braveheart Bio Inc,finviz_prefilter,biotech_pre_revenue,,,False,"{'industry': 'Biotechnology', 'price_finviz': 30.0}",,Finviz via finvizfinance screener views,2026-08-07T23:30:31+02:00,,,,,
BZ,Kanzhun Ltd ADR,finviz_prefilter,adr,,,False,"{'industry': 'Internet Content & Information', 'price_finviz': 16.47}",,Finviz via finvizfinance screener views,2026-08-07T23:30:31+02:00,,,,,
CELC,Celcuity Inc,finviz_prefilter,biotech_pre_revenue,,,False,"{'industry': 'Biotechnology', 'price_finviz': 92.78}",,Finviz via finvizfinance screener views,2026-08-07T23:30:31+02:00,,,,,
COGT,Cogent Biosciences Inc,finviz_prefilter,biotech_pre_revenue,,,False,"{'industry': 'Biotechnology', 'price_finviz': 42.39}",,Finviz via finvizfinance screener views,2026-08-07T23:30:31+02:00,,,,,
DFTX,Definium Therapeutics Inc,finviz_prefilter,biotech_pre_revenue,,,False,"{'industry': 'Biotechnology', 'price_finviz': 46.14}",,Finviz via finvizfinance screener views,2026-08-07T23:30:31+02:00,,,,,
DYN,Dyne Therapeutics Inc,finviz_prefilter,biotech_pre_revenue,,,False,"{'industry': 'Biotechnology', 'price_finviz': 26.25}",,Finviz via finvizfinance screener views,2026-08-07T23:30:31+02:00,,,,,
ELVN,Enliven Therapeutics Inc,finviz_prefilter,biotech_pre_revenue,,,False,"{'industry': 'Biotechnology', 'price_finviz': 60.46}",,Finviz via finvizfinance screener views,2026-08-07T23:30:31+02:00,,,,,
ERAS,Erasca Inc,finviz_prefilter,biotech_pre_revenue,,,False,"{'industry': 'Biotechnology', 'price_finviz': 18.41}",,Finviz via finvizfinance screener views,2026-08-07T23:30:31+02:00,,,,,
EWTX,Edgewise Therapeutics Inc,finviz_prefilter,biotech_pre_revenue,,,False,"{'industry': 'Biotechnology', 'price_finviz': 43.52}",,Finviz via finvizfinance screener views,2026-08-07T23:30:31+02:00,,,,,
FUTU,Futu Holdings Ltd ADR,finviz_prefilter,adr,,,False,"{'industry': 'Capital Markets', 'price_finviz': 109.02}",,Finviz via finvizfinance screener views,2026-08-07T23:30:31+02:00,,,,,
GDS,GDS Holdings Limited ADR,finviz_prefilter,adr,,,False,"{'industry': 'Information Technology Services', 'price_finviz': 31.98}",,Finviz via finvizfinance screener views,2026-08-07T23:30:31+02:00,,,,,
GGAL,Grupo Financiero Galicia ADR,finviz_prefilter,adr,,,False,"{'industry': 'Banks - Regional', 'price_finviz': 46.18}",,Finviz via finvizfinance screener views,2026-08-07T23:30:31+02:00,,,,,
GMAB,Genmab ADR,finviz_prefilter,adr,,,False,"{'industry': 'Biotechnology', 'price_finviz': 31.25}",,Finviz via finvizfinance screener views,2026-08-07T23:30:31+02:00,,,,,
HSAI,Hesai Group ADR,finviz_prefilter,adr,,,False,"{'industry': 'Auto Parts', 'price_finviz': 19.22}",,Finviz via finvizfinance screener views,2026-08-07T23:30:31+02:00,,,,,
HTHT,H World Group Limited ADR,finviz_prefilter,adr,,,False,"{'industry': 'Lodging', 'price_finviz': 42.37}",,Finviz via finvizfinance screener views,2026-08-07T23:30:31+02:00,,,,,
